User,Shifting_Congruent_RT_Diff,Shifting_Incongruent_RT_Diff,Shifting_Congruent_FA_Diff,Shifting_Incongruent_FA_Diff,Memory_Hits_Diff,Memory_PR_Diff,Memory_Attempts_Diff,Memory_FA_Diff,Memory_Return_Efficiency_Diff
411,-0.008035195282445895,-0.0018376137833664985,0.0,0.00416666666666661,-0.0177238805970149,-0.09538857677902629,-0.0491071428571428,0.0383333333333333,-0.023112610473972728
410,-0.1467750351719273,-0.14287363873607006,0.1041666666666666,0.0625000000000001,0.0,0.011363636363636409,0.03125,-0.0249999999999999,0.03571428571428559
438,-0.1363490165782153,-0.0971297238797815,0.0416666666666666,-0.0499999999999999,0.0,0.012768130745658801,0.0,-0.0274999999999999,0.05193371506211175
406,-0.02305775238818719,-0.02774684048897552,0.0,0.020833333333333315,-0.0394736842105263,0.07484199438202249,-0.03125,-0.1316666666666667,0.23518697266901378
440,0.02064095717579359,-0.017481264829688897,-0.0416666666666666,0.0625,-0.0131578947368421,0.027808988764044917,0.0,-0.05708333333333329,0.08527440538803188
457,0.0824627488928922,0.0806576368679861,0.0,-0.0041666666666666,0.0394736842105263,0.047474570139598216,0.03125,0.009242424242424191,0.006521190149633704
467,0.215158411793622,0.1269956022887234,-0.0178571428571428,-0.0249999999999999,-0.0131578947368421,0.08057116104868922,0.0,-0.1066666666666667,0.15710176700928802
466,0.05627975243672051,-0.023417365055516393,-0.1458333333333334,0.05000000000000002,0.0,-0.02640449438202258,0.03125,0.015,-0.04287826960971275
465,0.15864110990514768,0.10669443960518174,0.1770833333333333,0.14999999999999997,0.0,-0.04520131086142326,-0.0625,0.0516666666666666,-0.09663789786894184
464,-0.07391714386540832,-0.11018275007336412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,-0.023118082120150898,0.040099854815202,0.0,-0.0249999999999999,0.0,0.04469696969696968,0.0,-0.047916666666666705,0.08513066941547409
461,0.09616178582972176,0.0844759972205418,0.0,-0.020833333333333398,0.0,0.02359550561797752,-0.03125,-0.0100000000000001,0.014043728546910716
460,0.20835062163565504,0.15295169330631597,0.0,0.0208333333333333,0.0,-0.001404494382022392,-0.03125,0.0025000000000000005,-0.016219429347825942
404,0.003019597263817897,-0.0334185202091834,0.0416666666666666,0.0,0.0,0.001404494382022392,0.0,-0.0025000000000000005,0.016219429347825942
459,0.13250361873717892,0.135350914038807,0.15625,-0.0375000000000001,-0.0273468185388846,0.016191585801838715,-0.0446428571428572,-0.0879166666666667,0.12762658994868437
441,0.11354839669921009,0.1452744775291222,-0.0416666666666666,-0.0875,0.0394736842105263,0.0376580056179775,0.03125,0.0441666666666666,-0.11022769381063591
458,-0.07270277950416851,-0.0464263042477365,0.0,0.1041666666666667,0.0,0.0,0.0,0.0,0.0
456,-0.0163408962596856,0.02899632070019309,0.0,-0.004166666666666707,-0.023468185388845195,-0.023958333333333304,-0.03125,-0.04125000000000001,0.046920300745414534
454,0.1477511442257294,0.17245240866473213,0.0,0.0208333333333333,0.0394736842105263,0.05020482209737831,0.0,0.02625000000000001,-0.05873792810989975
405,0.12948855900828943,0.19055677948537297,0.0,0.0458333333333333,0.1803318931657502,0.11133012002042908,0.0491071428571428,0.068030303030303,-0.3436610422405877
453,0.08789392488906517,0.20241058452613686,0.0,0.024999999999999897,-0.0855263157894736,-0.0790086610486892,-0.09375,-0.09125,0.1153043183155652
452,-0.08853577005081875,-0.17508320347310258,0.0,-0.05000000000000002,-0.0335559046870908,-0.009959141981613906,0.0,-0.0446969696969697,0.16107197856710243
451,-0.08415088706657392,-0.007709207851549493,0.0,-0.15,-0.0808130400628436,-0.048121488764044984,-0.09375,-0.1375000000000001,0.16523920555671123
450,-0.13291330267243498,-0.10393641593252631,0.0,0.016666666666666607,0.0,0.008554647599591514,0.0,-0.0063636363636364,0.002466410024154597
447,0.2411422547850906,0.19457409315527197,0.0,0.0875,0.0553318931657501,0.055916432584269704,0.0491071428571428,0.0541666666666667,-0.17726800178165047
444,-0.10728799589210372,-0.08432218438482242,0.0,-0.0458333333333333,0.0394736842105263,0.027698863636363646,0.03125,0.053030303030303,-0.11918187557392101
